Id,Sentiment,Pasangan Calon,Tweet,preprocessing,preprobaru
486,positive,Ahok-Djarot,Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot,benar banget menonton conce coldplay saja nge i ahok djarot,banget tonton conce coldplay nge i ahok djarot
487,positive,Ahok-Djarot,"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5  #AhokSelaluDihati #badja #AhokDjarot #AhokMartir",ajar sabar the invisible djarot ahokselaludihati badja ahok djarot ahokma insinyur,ajar sabar the invisible djarot ahokselaludihati badja ahok djarot ahokma insinyur
488,positive,Ahok-Djarot,Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto,dapat ahok pimpin hebat tuhan utus untuk indonesia gueahok ahok djarot save ahok,ahok pimpin hebat tuhan utus indonesia gueahok ahok djarot save ahok
489,positive,Ahok-Djarot,gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah,gantung kunci ahok model ahokfree ahokishope ahok djarot basukitjahajapurnama ahok ahoktakbersalah,gantung kunci ahok model ahokfree ahokishope ahok djarot basukitjahajapurnama ahok ahoktakbersalah
490,positive,Ahok-Djarot,#freeahok #saveahok #ahokfornobel2017 #ahokdjarot #ahoklovers #ahokbtp #ahok https://www.instagram.com/p/BUBE8R_BJnj/,free ahok save ahok ahokfornobel ahok djarot ahoklovers ahok basuki tjahaja purnama ahok,free ahok save ahok ahokfornobel ahok djarot ahoklovers ahok basuki tjahaja purnama ahok
491,positive,Ahok-Djarot,"Introspeksi diri #saveahok #ripjustice #basukibtp #ahokdjarot #indonesia @Bogor, Indonesia https://www.instagram.com/p/BUA2fQxlDza/",introspeksi save ahok ripjustice basuki tjahaja purnama ahok djarot indonesia bogor indonesia,introspeksi save ahok ripjustice basuki tjahaja purnama ahok djarot indonesia bogor indonesia
492,positive,Ahok-Djarot,Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5,cari pimpin cinta gampang msp ahok djarot ahokfornobel silake,cari pimpin cinta gampang msp ahok djarot ahokfornobel silake
493,positive,Ahok-Djarot,Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB  #ahok #ahokdjarot,djarot ucap terima kasih syukur ahok penjara ahok ahok djarot,djarot terima kasih syukur ahok penjara ahok ahok djarot
494,positive,Ahok-Djarot,Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot,cinta ahok and djarot ahok save ahok ahok djarot,cinta ahok and djarot ahok save ahok ahok djarot
495,positive,Ahok-Djarot,"Doaku Menyertai (Jakarta, May 2017) basukibtp @ahokdjarot #storyofthestreet #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT8t9c9jQlx/",doa menye ai jaka a mau basuki tjahaja purnama ahok djarot storyofthestreet ahok ahok djarot,doa menye ai jaka a basuki tjahaja purnama ahok djarot storyofthestreet ahok ahok djarot
496,positive,Ahok-Djarot,1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦,lilin ahok save ahok ahoker ahok djarot,lilin ahok save ahok ahoker ahok djarot
497,positive,Ahok-Djarot,#Ahok #ahokhebat #AhokDjarot #AhokTakBersalah #RIPJUSTICEINDONESIA #politikkotor,ahok ahokhebat ahok djarot ahoktakbersalah ripjusticeindonesia politikkotor,ahok ahokhebat ahok djarot ahoktakbersalah ripjusticeindonesia politikkotor
498,positive,Ahok-Djarot,"Mas @addiems , keren banget... Selamat berjuang, NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA",mas addiems keren banget selamat juang negara kesatuan republik indonesia harga mati save ahok ahok djarot ripjusticeindonesia,mas addiems keren banget selamat juang negara satu republik indonesia harga mati save ahok ahok djarot ripjusticeindonesia
499,positive,Ahok-Djarot,Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree,tugu proklamasi bawah sinar purnama ahok ahok djarot ahokfree,tugu proklamasi sinar purnama ahok ahok djarot ahokfree
500,positive,Ahok-Djarot,Dari NTT untuk Bapak Ahok basukibtp #saveahok #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT6vCAkD2Odn28TQ0-1W-3a6HiqagNqDh_2T7g0/ â€¦,ntt ahok basuki tjahaja purnama save ahok ahok ahok djarot,ntt ahok basuki tjahaja purnama save ahok ahok ahok djarot
501,positive,Ahok-Djarot,Manado 1000 lilin #AhokDjarot #Hukum_yang_telah_mati #NKRI harga mati,manado lilin ahok djarot hukum mati negara kesatuan republik indonesia harga mati,manado lilin ahok djarot hukum mati negara satu republik indonesia harga mati
502,positive,Ahok-Djarot,1000 lilin untuk Ahok dari Manado @ManadoKota @temanAhok @basuki_btp @digembok #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI,lilin ahok manado manadokota temanahok basuki ahok gembok ahok djarot ripjustice riphukum manado savenkri,lilin ahok manado manadokota temanahok basuki ahok gembok ahok djarot ripjustice riphukum manado savenkri
503,positive,Ahok-Djarot,pak @WagubDKI dan @basuki_btp itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot,wagubdki basuki ahok sosok band of brothers hidup nyata demiahok ahok djarot,wagubdki basuki ahok sosok band of brothers hidup nyata demiahok ahok djarot
504,positive,Ahok-Djarot,Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya https://www.instagram.com/p/BT6ioErhYdo/,juta lilin adil ahok djarot lawinforcement justice jaka auntuksemua indonesia raya,juta lilin adil ahok djarot lawinforcement justice jaka auntuksemua indonesia raya
505,positive,Ahok-Djarot,"semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru, supaya APBN saat ini tidak diganggu2 amin",semoga ahok djarot selesai tugas negara sampai oktober pas lantik gubernur anggaran pendapatan dan belanja negara ganggu amin,semoga ahok djarot selesai tugas negara oktober pas lantik gubernur anggar dapat belanja negara ganggu amin
506,positive,Ahok-Djarot,SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,salam sujud hormat djarot khabarnya tangguh tahan ahok setujuin malam ahok pulang,salam sujud hormat djarot khabarnya tangguh tahan ahok setujuin malam ahok pulang
507,positive,Ahok-Djarot,semoga selalu #tegar #AhokDjarot https://twitter.com/cpdmkrkm/status/862234789859868672,semoga tegar ahok djarot,semoga tegar ahok djarot
508,positive,Ahok-Djarot,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,dukung doa pasang juta lilin ahok manado indonesia save ahok ahok djarot ripjusticeinindonesia,dukung doa pasang juta lilin ahok manado indonesia save ahok ahok djarot ripjusticeinindonesia
509,positive,Ahok-Djarot,Manado untuk Pak @basuki_btp,manado basuki ahok,manado basuki ahok
510,positive,Ahok-Djarot,Rakyat Cinta NKRI Perjuangkan Keadilan #justice #lawinforcement #AhokDjarot #JakartauntukSemua @â€¦ https://www.instagram.com/p/BT6eQ61hZfW/,rakyat cinta negara kesatuan republik indonesia juang adil justice lawinforcement ahok djarot jaka auntuksemua,rakyat cinta negara satu republik indonesia juang adil justice lawinforcement ahok djarot jaka auntuksemua
511,positive,Ahok-Djarot,Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,semangat ya djarot doa menye aimu ahok ahok djarot djarot ripjusticeinindonesia,semangat ya djarot doa menye aimu ahok ahok djarot djarot ripjusticeinindonesia
512,positive,Ahok-Djarot,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,bangsa diri bawa doa menang tuhan indonesia ahok ahok djarot indonesiaberkabung,bangsa bawa doa menang tuhan indonesia ahok ahok djarot indonesiaberkabung
513,positive,Ahok-Djarot,Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot,orang orang cerita batman robbin lindung jaka a ahok djarot,orang orang cerita batman robbin lindung jaka a ahok djarot
514,positive,Ahok-Djarot,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,beda kerja keras suka cari muka ahok ahok djarot free ahok ahokishope ripjusticeindonesia riphukum,beda kerja keras suka cari muka ahok ahok djarot free ahok ahokishope ripjusticeindonesia riphukum
515,positive,Ahok-Djarot,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,dukung doa pasang lilin ahok manado indonesia save ahok ahok djarot ahokpresidenrike,dukung doa pasang lilin ahok manado indonesia save ahok ahok djarot ahokpresidenrike
516,positive,Ahok-Djarot,Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok,jerih lelah juang bangsa korupsi tegak benar hitung tuhan gbu ahok ahok djarot free ahok,jerih lelah juang bangsa korupsi tegak hitung tuhan gbu ahok ahok djarot free ahok
517,positive,Ahok-Djarot,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,tuhan basuki ahok keluarga ahok free ahok ahok adil ahok djarot,tuhan basuki ahok keluarga ahok free ahok ahok adil ahok djarot
518,positive,Ahok-Djarot,"Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot",semangat djarot air mata kenang air mata tanda cinta indonesia djarot ahok ahok djarot,semangat djarot air mata kenang air mata tanda cinta indonesia djarot ahok ahok djarot
519,positive,Ahok-Djarot,doa kami untuk Jakarta.#AhokDjarot,doa jaka a ahok djarot,doa jaka a ahok djarot
520,positive,Ahok-Djarot,Paduan suara warga di balai kota #ahokdjarot,padu suara warga balai kota ahok djarot,padu suara warga balai kota ahok djarot
521,positive,Ahok-Djarot,Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot,sejarah indonesiabersih ahok djarot,sejarah indonesiabersih ahok djarot
522,positive,Ahok-Djarot,DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar,demam karang bunga dukung ahok djarot jalar siantar,demam karang bunga dukung ahok djarot jalar siantar
523,positive,Ahok-Djarot,Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,pimpin indonesia jujur kerja nyata ahok djarod is the best ahok djarot,pimpin indonesia jujur kerja nyata ahok djarod is the best ahok djarot
524,positive,Ahok-Djarot,"Integrasi rusun, pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru",integrasi rusun pasar bioskop rakyat ahok djarot tunggu lanjut bawah gubernur,integrasi rusun pasar bioskop rakyat ahok djarot tunggu gubernur
525,positive,Ahok-Djarot,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,malam keluarga balai kota anak lihat bunga monas ahok djarot,malam keluarga balai kota anak lihat bunga monas ahok djarot
526,positive,Ahok-Djarot,Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta,ribu bunga ahok djarot ahokdicintairakyat jaka a,ribu bunga ahok djarot ahokdicintairakyat jaka a
527,positive,Ahok-Djarot,"#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri, bloon",ahok djarot hati buniyani masuk bui anies pecat menteri belum,ahok djarot hati buniyani masuk bui anies pecat menteri
528,positive,Ahok-Djarot,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,indonesia harum bunga ahok djarot ungkap ribu bahasa cinta,indonesia harum bunga ahok djarot ribu bahasa cinta
529,positive,Ahok-Djarot,Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/,ya bunga abal badja ahok djarot jaka a kantor balai kota jaka a,ya bunga abal badja ahok djarot jaka a kantor balai kota jaka a
530,positive,Ahok-Djarot,ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot,balai kota daerah khusus ibukota jaka a habis ahok djarot,balai kota daerah khusus ibu kota jaka a habis ahok djarot
531,positive,Ahok-Djarot,Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta,jaka a medan ahok djarot ahokdicintairakyat ahokshow fadli zon jaka a,jaka a medan ahok djarot ahokdicintairakyat ahokshow fadli zon jaka a
532,positive,Ahok-Djarot,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,karang bunga ahok kota indah ajibarang basuki ahok jaka a ahok ahok djarot dkijaka a,karang bunga ahok kota indah ajibarang basuki ahok jaka a ahok ahok djarot dkijaka a
533,positive,Ahok-Djarot,"Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga,Pak #AhokDjarot #AhokDicintaiRakyat",menang sejati menang hati rakyat sudah kalah datang rejeki tukang bunga ahok djarot ahokdicintairakyat,menang sejati menang hati rakyat kalah rejeki tukang bunga ahok djarot ahokdicintairakyat
534,positive,Ahok-Djarot,"@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot",basuki ahok djarot semangat sehat semoga akhir jabat masyarakat daerah khusus ibukota sadar pimpin ahok djarot,basuki ahok djarot semangat sehat semoga jabat masyarakat daerah khusus ibu kota sadar pimpin ahok djarot
535,positive,Ahok-Djarot,Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang,abang keren tuhan berkat ahok djarot berkat abang,abang keren tuhan berkat ahok djarot berkat abang
536,positive,Ahok-Djarot,"Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot",balai kota ramai kirim bunga alir ahok djarot badja ahok djarot,balai kota ramai kirim bunga alir ahok djarot badja ahok djarot
537,positive,Ahok-Djarot,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,wisata balai kota mumpung gubernur ahok riang gembira gratis penuh balaikotadki ahok djarot,wisata balai kota mumpung gubernur ahok riang gembira gratis penuh balaikotadki ahok djarot
538,positive,Ahok-Djarot,Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot,ide gila redkarpet longredcarpet longredcarpetahokdjarot ahok djarot,ide gila redkarpet longredcarpet longredcarpetahokdjarot ahok djarot
539,positive,Ahok-Djarot,"Allah bersama orang2 yang benar, subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss",allah orang subhanallah dkijaka a ahok djarot pemprovamanah pemenangdihatirakyat piss,allah orang subhanallah dkijaka a ahok djarot pemprovamanah pemenangdihatirakyat piss
540,positive,Ahok-Djarot,"Unik, Karangan bunga untuk Gubernur DKI Jakarta, Badja Viral di Medsos, ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot",unik karang bunga gubernur daerah khusus ibukota jaka a badja viral media sosial salah satu polemikpaluhakim dkijaka a ahok djarot,unik karang bunga gubernur daerah khusus ibu kota jaka a badja viral media sosial salah polemikpaluhakim dkijaka a ahok djarot
541,positive,Ahok-Djarot,Tuhan Memberkati #AhokDjarot,tuhan kati ahok djarot,tuhan kati ahok djarot
542,positive,Ahok-Djarot,"Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah, AhokDjarot menang apa yg terjadi di Jakarta terima kasih.",tuhan sayang jaka a ahok djarot ahok djarot kalah marah ahok djarot menang yang jaka a terima kasih,tuhan sayang jaka a ahok djarot ahok djarot kalah marah ahok djarot menang jaka a terima kasih
543,positive,Ahok-Djarot,"Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu, Pak #AhokDjarot",lepas galak galak sayang ahok djarot,lepas galak galak sayang ahok djarot
544,positive,Ahok-Djarot,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,nongkrong memasang karang bunga monas saja yoyakarta ahok djarot bungaahok bungauntukahok,nongkrong pasang karang bunga monas yoyaka a ahok djarot bungaahok bungauntukahok
545,positive,Ahok-Djarot,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,heboh papan bunga ahok pakahok ahok jaka a dkijaka a ahok djarot indonesia,heboh papan bunga ahok pakahok ahok jaka a dkijaka a ahok djarot indonesia
546,positive,Ahok-Djarot,#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot ,gombalinahok jahat meninggalkan yang lanjur sayang pada ahok djarot,gombalinahok jahat tinggal lanjur sayang ahok djarot
547,positive,Ahok-Djarot,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,karang bunga antre foto il phenomenon kayak seorang figur indonesia ahok djarot,karang bunga antre foto il phenomenon kayak figur indonesia ahok djarot
548,positive,Ahok-Djarot,Dari Batam untuk #ahokdjarot. Tetap semangat pak! https://www.instagram.com/p/BTbYtzqAQI6jzioWGmCLAnPDLEUHoxYZ8BWolU0/,batam ahok djarot semangat,batam ahok djarot semangat
549,positive,Ahok-Djarot,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot ,karang bunga ucap terima kasih masyarakat basuki ahok ahok djarot monas karanganbungaahok telkomsel ahok djarot,karang bunga terima kasih masyarakat basuki ahok ahok djarot monas karanganbungaahok telkomsel ahok djarot
550,positive,Ahok-Djarot,#ahok #djarot tetap di hatiku #pilkadadki,ahok djarot hati pilkadadki,ahok djarot hati pilkadadki
551,positive,Ahok-Djarot,#ahok #ahokdjarot #pilgubdki #saveahok #temanahok Gusur demi jutaan rakyat http://infototorqq.blogspot.com,ahok ahok djarot pilihan gubernur daerah khusus ibukota save ahok temanahok gusur juta rakyat,ahok ahok djarot pilih gubernur daerah khusus ibu kota save ahok temanahok gusur juta rakyat
552,positive,Ahok-Djarot,"#ahok #saveahok #ahokdjarot #pilgubjkt Anies Unggul di Pemilih Muslim, Ahok Kaum Pendidikan Tinggi TotorQQ: http://www.infototorqq.com",ahok save ahok ahok djarot pilgubjkt anies unggul pilih muslim ahok kaum didik totorqq,ahok save ahok ahok djarot pilgubjkt anies unggul pilih muslim ahok kaum didik totorqq
553,positive,Ahok-Djarot,#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/,duajari ahok djarot badja salamduajari duajari kode code gangster farmer foodhero,duajari ahok djarot badja salamduajari duajari kode code gangster farmer foodhero
554,positive,Ahok-Djarot,"Sudahlah bikin pusing. Lagian @basuki_btp Sudah jawab dengan baik. tinggal semua tenang,konsentrasi,berdoa,selalu bahagia Untuk menang",bikin pusing basuki ahok tinggal tenang konsentrasi doa bahagia menang,bikin pusing basuki ahok tinggal tenang konsentrasi doa bahagia menang
555,positive,Ahok-Djarot,Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot,terima kasih doa pak kiai voteahok aniessandi pilkadadki ahok djarot,terima kasih doa kiai voteahok aniessandi pilkadadki ahok djarot
556,positive,Ahok-Djarot,Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017,jatuh cinta gubernur milik hea dengan arrow pilkadadki pilkadadki,jatuh cinta gubernur milik hea arrow pilkadadki pilkadadki
557,positive,Ahok-Djarot,Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017,jokowi trophy trophy oke ya basuki tjahaja purnama dukung pilkadadki pilkadadki,jokowi trophy trophy oke ya basuki tjahaja purnama dukung pilkadadki pilkadadki
558,positive,Ahok-Djarot,Peach #pilkadadki #pilkada #pilkadadki2017 #pilkada2017 #ahok #ahokdjarot #ahokers  https://www.instagram.com/p/BTDYVuNAw,peach pilkadadki pilihan kepala daerah pilkadadki pilihan kepala daerah ahok ahok djarot ahoker,peach pilkadadki pilih kepala daerah pilkadadki pilih kepala daerah ahok ahok djarot ahoker
559,positive,Ahok-Djarot,Kami sudah. #vote #pilkada #pilkadadki #pilkadadki2017 #ahokdjarot @ TPS 07 https://www.instagram.com/p/BTDSmEylbz8/,memilih pilihan kepala daerah pilkadadki pilkadadki ahok djarot tempat pemungutan suara,pilih pilih kepala daerah pilkadadki pilkadadki ahok djarot mungut suara
560,positive,Ahok-Djarot,Ayo coblos yang bijaksana untuk JAKARTA yang lebih baik  <Victory Hand>  #PilkadaDKI #PilkadaDKI2017 #PilkadaJakartaAman,ayo coblos bijaksana jaka a victory hand pilkadadki pilkadadki pilkadajaka aaman,ayo coblos bijaksana jaka a victory hand pilkadadki pilkadadki pilkadajaka aaman
561,positive,Ahok-Djarot,Bapak Presiden sudah bilang Pilkada DKI akan aman tohh  <Smiling Face With Sunglasses>  <Smiling Face With Sunglasses> ... #PilkadaDKI2017 @jokowi @JokowiAhokJKT,presiden bilang pilihan kepala daerah daerah khusus ibukota aman toh smiling face dengan sunglasses smiling face dengan sunglasses pilkadadki jokowi jokowiahokjkt,presiden bilang pilih kepala daerah daerah khusus ibu kota aman smiling face sunglasses smiling face sunglasses pilkadadki jokowi jokowiahokjkt
562,positive,Ahok-Djarot,"Kekalahan Ahok ini disengaja, biar bisa sepaket dengan AHY pada Pilpres nanti <FACE WITH STUCK-OUT TOUNGES> <grining face with smile eye> <grining face with smile eye> <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> #PilkadaDKI. #Ahokers jangan risau hahahahahaha",kalah ahok sengaja biar paket agus harimurti yudhoyono pemilihan presiden face dengan stuck out tounges grining face dengan smile eye grining face dengan smile eye smiling face dengan sunglasses smiling face dengan sunglasses pilkadadki ahoker risau haha,kalah ahok sengaja biar paket agus hari i yudhoyono pilih presiden face stuck out tounges grining face smile eye grining face smile eye smiling face sunglasses smiling face sunglasses pilkadadki ahoker risau haha
563,positive,Ahok-Djarot,"Pak Anies sepertinya semakin banyak dapat respon negatif dari netizen.Makin emosi-an.AHY, tetap hafalan.Badja paling ok <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> <Victory Hand>",anies sepe inya respon negatif warganet emosi an agus harimurti yudhoyono hafal badja oke smiling face dengan sunglasses smiling face dengan sunglasses victory hand,anies sepe inya respon negatif warganet emosi an agus hari i yudhoyono hafal badja oke smiling face sunglasses smiling face sunglasses victory hand
564,positive,Ahok-Djarot,Kekalahan Basuki Tjahaja Purnama-Djarot Saiful Hidayat di Pilkada DKI Jakarta tidak mempengaruhi elektabilitas PDI <Victory Hand>,kalah basuki tjahaja purnama djarot saiful hidayat pilihan kepala daerah daerah khusus ibukota jaka a pengaruh elektabilitas partai demokrasi indonesia victory hand,kalah basuki tjahaja purnama djarot saiful hidayat pilih kepala daerah daerah khusus ibu kota jaka a pengaruh elektabilitas pak ai demokrasi indonesia victory hand
565,positive,Ahok-Djarot,"saya percaya, kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>",percaya kondisi cuaca pilihan kepala daerah daerah khusus ibukota a kontribusi positif ahok djarot victory hand victory hand,percaya kondisi cuaca pilih kepala daerah daerah khusus ibu kota a kontribusi positif ahok djarot victory hand victory hand
566,positive,Ahok-Djarot,"Bagi Tompi, Ahok-Djarot <Victory Hand> <Victory Hand> Lakukan Perubahan Positif, Nih Buktinya! #PilkadaDKI",tompi ahok djarot victory hand victory hand laku ubah positif nih bukti pilkadadki,tompi ahok djarot victory hand victory hand laku ubah positif nih bukti pilkadadki
567,positive,Ahok-Djarot,"Positif, PDIP Usung Ahok-Djarot di Pilkada DKI 2017 <Victory Hand> - Suara Nasional http://fb.me/4WTHLLCNZ",positif partai demokrasi indonesia perjuangan usung ahok djarot pilihan kepala daerah daerah khusus ibukota victory hand suara nasional,positif pak ai demokrasi indonesia juang usung ahok djarot pilih kepala daerah daerah khusus ibu kota victory hand suara nasional
568,positive,Ahok-Djarot,Kalah karena jujur lebih baik daripada menang karena curang <Heavy Check Mark> <Heavy Check Mark>. Initerjadi di pilkada DKi.Makanya masih iri tidak terima sama Ahok,kalah jujur menang curang heavy check mark heavy check mark initerjadi pilihan kepala daerah daerah khusus ibukota iri terima ahok,kalah jujur menang curang heavy check mark heavy check mark initerjadi pilih kepala daerah daerah khusus ibu kota iri terima ahok
569,positive,Ahok-Djarot,KALAH PILKADA DKI AHOK DJAROT DAPAT KARANGAN BUNGA SIMPATI KARENA TERUJI DAN TERUKUR <Victory Hand> <Victory Hand> ANIES SANDI MENANG DAPAT BUNGA DP 0%,kalah pilihan kepala daerah daerah khusus ibukota ahok djarot karang bunga simpati uji ukur victory hand victory hand anies sandi menang bunga uang muka,kalah pilih kepala daerah daerah khusus ibu kota ahok djarot karang bunga simpati uji ukur victory hand victory hand anies sandi menang bunga uang muka
570,positive,Ahok-Djarot,"Ahok-Djarot kalah dalam pilkada, tapi menang dalam menjaga integritas berdemokrasi Pancasila. Bangga! <SMILING FACE WITH HEART-EYES> #JakartaGubernurBaru #PilkadaDKI",ahok djarot kalah pilihan kepala daerah menang jaga integritas demokrasi pancasila bangga smiling face dengan hea eyes jaka agubernurbaru pilkadadki,ahok djarot kalah pilih kepala daerah menang jaga integritas demokrasi pancasila bangga smiling face hea eyes jaka agubernurbaru pilkadadki
571,positive,Ahok-Djarot,Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,dukung badja ahok djarot provokasi kotor tangan kandung nazis heavy check mark heavy check mark,dukung badja ahok djarot provokasi kotor tangan kandung nazis heavy check mark heavy check mark
572,positive,Ahok-Djarot,"Ingat kita pilih pelayan warga, bukan pemimpin agama di JKT. Pilih yang jelas BAIK, JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki",pilih layan warga pimpin agama jakarta pilih jujur bersih heavy check mark heavy check mark ahok djarot debatpilkadadki,pilih layan warga pimpin agama jaka a pilih jujur bersih heavy check mark heavy check mark ahok djarot debatpilkadadki
573,positive,Ahok-Djarot,"Banyak pemimpin agama yang baik. Tapi pelayan warga yang JUJUR, BERSIH dan KERJA NYATA, cuma <Victory Hand> <Victory Hand> @AhokDjarot #DebatPilkadaDKI",pimpin agama layan warga jujur bersih kerja nyata victory hand victory hand ahok djarot debatpilkadadki,pimpin agama layan warga jujur bersih kerja nyata victory hand victory hand ahok djarot debatpilkadadki
